Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Supplement,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration ,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD ","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,UT (Unique ID),Pubmed Id,
J,"Paiva, Paulo Eduardo Branco; Cota, Tania; Neto, Luis; Soares, Celestino; Tomas, Jose Carlos; Duarte, Amilcar",,,,"Duarte, Amilcar/F-1472-2010; Paiva, Paulo Eduardo Branco/U-3537-2018","Duarte, Amilcar/0000-0002-2763-1916; Neto, Luis/0000-0003-1834-6459; Paiva, Paulo Eduardo Branco/0000-0002-9859-4251",,,Water Vapor Pressure Deficit in Portugal and Implications for the Development of the Invasive African Citrus Psyllid Trioza erytreae.,,,,,,,,Insects,,,,11,4,,,,,,10.3390/insects11040229,,,,2020 Apr 07,2020,"African citrus psyllid (Trioza erytreae (Del Guercio)) is a vector insect of the bacterium Candidatus Liberibacter africanus, the putative causal agent of Huanglongbing, the most devastating citrus disease in the world. The insect was found on the island of Madeira in 1994 and in mainland Portugal in 2015. Present in the north and center of the country, it is a threat to Algarve, the main citrus-producing region. Trioza erytreae eggs and first instar nymphs are sensitive to the combination of high temperatures and low relative humidity. Daily maximum air temperature and minimum relative humidity data from 18 weather stations were used to calculate the water vapor pressure deficit (vpd) from 2004 to 2018 at various locations. Based on the mean vpd and the number of unfavorable days (vpd < 34.5 and vpd < 56 mbar) of two time periods (February to May and June to September), less favorable zones for T. erytreae were identified. The zones with thermal and water conditions like those observed in the Castelo Branco and Portalegre (Center), Beja (Alentejo), Alte, and Norinha (Algarve) stations showed climatic restrictions to the development of eggs and first instar nymphs of African citrus psyllid. Effective control measures, such as the introduction and mass release of Tamarixia dryi (Waterson), a specific parasitoid, and chemical control are necessary in favorable periods for T. erytreae development, such as in spring and in areas with limited or no climate restrictions.",,,,,,,,,4,0,0,0,3,0,4,,,2075-4450,,,MEDLINE:32272569,32272569,
J,"Lim, Chae Woo; Luan, Sheng; Lee, Sung Chul",,,,,,,,A prominent role for RCAR3-mediated ABA signaling in response to Pseudomonas syringae pv. tomato DC3000 infection in Arabidopsis.,,,,,,,,Plant & cell physiology,,,,55,10,,,1691,703,,10.1093/pcp/pcu100,,,,2014-Oct,2014,"In plant-pathogen interaction, the plant hormone ABA can serve as a crucial modulator of plant responses to biotic as well as abiotic stress. Recent studies have identified pyrabactin resistance (PYR) 1/PYR1-like (PYL)/regulatory component of ABA receptor (RCAR) proteins as an ABA receptor that interacts with the protein phosphatase type 2C (PP2C) family. Here, we examined the functional involvement of ABA signaling components in pre- and post-invasive defense responses of Arabidopsis against the virulent pathogen Pseudomonas syringae pv. tomato (Pst) DC3000. Overexpression of the ABA receptor, RCAR3, enhanced susceptibility to Pst DC3000 by suppressing callose deposition and induction of salicylic acid (SA)-mediated pathogenesis-related (PR) genes, such as PR1 and NPR1, after syringe infiltration. In contrast, a dip inoculation assay revealed that RCAR3-overexpression mutants inhibited stomatal reopening during Pst DC3000 infection and coronatine (COR) treatment, leading to enhanced resistance to Pst DC3000, which was not accompanied by differential expression of PR1 and NPR1 genes. As a negative regulator of ABA signaling, PP2CA interacted with RCAR3 and its loss-of-function and overexpression mutants revealed that ABA sensitivity was positively correlated with stomatal immunity, similar to RCAR3 overexpression mutants. Taken together, these results suggest that RCAR3- and PP2CA-mediated ABA signaling antagonistically or synergistically contributes to the plant immune system throughout different phases of Pst DC3000 attack by SA or COR signaling cross-talk.",,,,,,,,,53,4,0,0,49,0,55,,,,1471-9053,,MEDLINE:25063782,25063782,
J,"Kumawat, K C; Sharma, Poonam; Singh, Inderjeet; Sirari, Asmita; Gill, B S",,,,,"Kumawat, Kailash Chand/0000-0003-0177-772X",,,Co-existence of Leclercia adecarboxylata (LSE-1) and Bradyrhizobium sp. (LSBR-3) in nodule niche for multifaceted effects and profitability in soybean production.,,,,,,,,World journal of microbiology & biotechnology,,,,35,11,,,172,172,,10.1007/s11274-019-2752-4,,,,2019 Oct 31,2019,"The present study was designed with the objective of improving growth and nodulation of soybean [Glycine max (L.) Merill] with co-inoculation of native Bradyrhizobium sp. (LSBR-3) (KF906140) and non-rhizobial nodule endophytic diazotroph Leclercia adecarboxylata (LSE-1) (KX925974) with multifunctional plant growth promoting (PGP) traits in cereal based cropping system (Rice-Wheat). A total of 40 endophytic bacteria from cultivated and wild sp. of soybean were screened for multifarious PGP traits and pathogenicity test. Based on PGP traits, antagonistic activities and bio-safety test; L. adecarboxylata (LSE-1) was identified with 16 S rRNA gene sequencing along with the presence of nifH (nitrogen fixation) and ipdc (IAA production) genes. Dual inoculant LSE-1 and LSBR-3 increased indole acetic acid (IAA), P & Zn-solubilization, 1-aminocyclopropane-1-carboxylate deaminase (ACCD) activity, siderophore, biofilm formation and exo-polysaccharides in contrast to single inoculation treatment. Further, assessment of dual inoculant LSBR-3+LSE-1 improved growth parameters, nodulation, soil enzymes activities, nutrient accumulation and yield as compared to single as well as un-inoculated control treatment under field conditions. Single inoculant LSBR-3 improved yield by 8.84% over control. Further, enhancement of 4.15% grain yield was noticed with LSBR-3+LSE-1 over LSBR-3 alone treatment. Application of LSBR-3+LSE-1 gave superior B:C ratio (1.29) and additional income approximately 116USDha-1 in contrast to control treatment. The present results thus, is the first report of novel endophytic diazotroph L. adecarboxylata (LSE-1) as PGPR from Indian conditions particularly in Punjab region for exploiting as potential PGPR along with Bradyrhizobium sp. (LSBR-3) in soybean.",,,,,,,,,10,2,0,0,8,0,10,,,,1573-0972,,MEDLINE:31673798,31673798,
J,"Killiny, Nabil; Nehela, Yasser; George, Justin; Rashidi, Mahnaz; Stelinski, Lukasz L; Lapointe, Stephen L",,,,,"Nehela, Yasser/0000-0003-1177-8099",,,"Phytoene desaturase-silenced citrus as a trap crop with multiple cues to attract Diaphorina citri, the vector of Huanglongbing.",,,,,,,,Plant science : an international journal of experimental plant biology,,,,308,,,,110930,110930,,10.1016/j.plantsci.2021.110930,,,,2021-Jul,2021,"Huanglongbing (HLB) is one of the most destructive diseases in citrus worldwide. Unfortunately, HLB has no cure and management relies on insecticides to reduce populations of the vector, Diaphorina citri Kuwayama (Hemiptera: Liviidae). We propose an attract-and-kill strategy using a trap crop as an alternative to vector control to reduce transmission of the pathogen, 'Candidatus Liberibacter asiaticus'. We evaluated vector response to phytoene desaturase-silenced citrus trees using virus-induced gene silencing technology. Citrus tristeza virus (CTV) was used to produce a phytoene desaturase-silenced citrus (CTV-tPDS) that expresses visual, olfactory, and gustatory cues to attract D. citri. We found that D. citri were more attracted to CTV-tPDS plants with noticeably better fecundity and overall population fitness than on control plants. Moreover, rearing D. citri on CTV-tPDS plants significantly increased their survival probability compared with those reared on control plants. CTV-tPDS plants possessed reduced content of both carotenoid and chlorophyll pigments resulting in a consistent photobleached phenotype on citrus leaves which provided a sufficient close-range visual attractant to stimulate D. citri landing. Additionally, CTV-tPDS plants exhibited an enriched profile of volatile organic compounds (VOCs), which offered adequate olfactory cues to attract psyllid from long-range. Finally, CTV-tPDS plants exhibited an enriched metabolite content of phloem sap and leaves which offered appropriate gustatory cues that influenced probing/feeding behavior. We believe that introducing CTV-tPDS plants (as a trap crop) to D. citri-infested orchards will attract and congregate psyllids to facilitate their removal from the target crop with insecticides or by other means. This new strategy could be deployed relatively quickly and economically to HLB-impacted citrus industries. Moreover, it is an eco-friendly strategy because it should partially reduce the input of chemical insecticides ameliorating the indirect cost of HLB infection.",,,,,,,,,2,0,0,0,2,0,2,,,,1873-2259,,MEDLINE:34034878,34034878,
J,"Karadeniz, Ilknur; Hur, Junguk; He, Yongqun; Ozgur, Arzucan",,,,"Hur, Junguk/J-6229-2019; Ozgur, Arzucan/I-3147-2012","Hur, Junguk/0000-0002-0736-2149; Ozgur, Arzucan/0000-0001-8376-1056; He, Yongqun/0000-0001-9189-9661",,,Literature Mining and Ontology based Analysis of Host-Brucella Gene-Gene Interaction Network.,,,,,,,,Frontiers in microbiology,,,,6,,,,1386,1386,,10.3389/fmicb.2015.01386,,,,2015,2015,"Brucella is an intracellular bacterium that causes chronic brucellosis in humans and various mammals. The identification of host-Brucella interaction is crucial to understand host immunity against Brucella infection and Brucella pathogenesis against host immune responses. Most of the information about the inter-species interactions between host and Brucella genes is only available in the text of the scientific publications. Many text-mining systems for extracting gene and protein interactions have been proposed. However, only a few of them have been designed by considering the peculiarities of host-pathogen interactions. In this paper, we used a text mining approach for extracting host-Brucella gene-gene interactions from the abstracts of articles in PubMed. The gene-gene interactions here represent the interactions between genes and/or gene products (e.g., proteins). The SciMiner tool, originally designed for detecting mammalian gene/protein names in text, was extended to identify host and Brucella gene/protein names in the abstracts. Next, sentence-level and abstract-level co-occurrence based approaches, as well as sentence-level machine learning based methods, originally designed for extracting intra-species gene interactions, were utilized to extract the interactions among the identified host and Brucella genes. The extracted interactions were manually evaluated. A total of 46 host-Brucella gene interactions were identified and represented as an interaction network. Twenty four of these interactions were identified from sentence-level processing. Twenty two additional interactions were identified when abstract-level processing was performed. The Interaction Network Ontology (INO) was used to represent the identified interaction types at a hierarchical ontology structure. Ontological modeling of specific gene-gene interactions demonstrates that host-pathogen gene-gene interactions occur at experimental conditions which can be ontologically represented. Our results show that the introduced literature mining and ontology-based modeling approach are effective in retrieving and analyzing host-pathogen gene-gene interaction networks.",,,,,,,,,5,0,0,0,4,0,5,,,1664-302X,,,MEDLINE:26696993,26696993,
J,"Krens, Frans A; Schaart, Jan G; van der Burgh, Aranka M; Tinnenbroek-Capel, Iris E M; Groenwold, Remmelt; Kodde, Linda P; Broggini, Giovanni A L; Gessler, Cesare; Schouten, Henk J",,,,"Schaart, Jan/AAG-8424-2020; Broggini, Giovanni/N-7034-2016","Broggini, Giovanni/0000-0002-1011-4090",,,"Cisgenic apple trees; development, characterization, and performance.",,,,,,,,Frontiers in plant science,,,,6,,,,286,286,,10.3389/fpls.2015.00286,,,,2015,2015,"Two methods were developed for the generation of cisgenic apples. Both have been successfully applied producing trees. The first method avoids the use of any foreign selectable marker genes; only the gene-of-interest is integrated between the T-DNA border sequences. The second method makes use of recombinase-based marker excision. For the first method we used the MdMYB10 gene from a red-fleshed apple coding for a transcription factor involved in regulating anthocyanin biosynthesis. Red plantlets were obtained and presence of the cisgene was confirmed. Plantlets were grafted and grown in a greenhouse. After 3 years, the first flowers appeared, showing red petals. Pollination led to production of red-fleshed cisgenic apples. The second method used the pM(arker)F(ree) vector system, introducing the scab resistance gene Rvi6, derived from apple. Agrobacterium-mediated transformation, followed by selection on kanamycin, produced genetically modified apple lines. Next, leaves from in vitro material were treated to activate the recombinase leading to excision of selection genes. Subsequently, the leaf explants were subjected to negative selection for marker-free plantlets by inducing regeneration on medium containing 5-fluorocytosine. After verification of the marker-free nature, the obtained plants were grafted onto rootstocks. Young trees from four cisgenic lines and one intragenic line, all containing Rvi6, were planted in an orchard. Appropriate controls were incorporated in this trial. We scored scab incidence for three consecutive years on leaves after inoculations with Rvi6-avirulent strains. One cisgenic line and the intragenic line performed as well as the resistant control. In 2014 trees started to overcome their juvenile character and formed flowers and fruits. The first results of scoring scab symptoms on apple fruits were obtained. Apple fruits from susceptible controls showed scab symptoms, while fruits from cisgenic and intragenic lines were free of scab.",,,,,,,,,41,1,0,0,30,1,42,,,1664-462X,,,MEDLINE:25964793,25964793,
J,"Maropola, Mapula Kgomotso Annah; Ramond, Jean-Baptiste; Trindade, Marla",,,,", ituffin/AAU-9730-2020; Ramond, Jean-Baptiste/AAI-8087-2020","Ramond, Jean-Baptiste/0000-0003-4790-6232; Maropola, Mapula/0000-0002-4466-172X; Trindade, Marla/0000-0002-2478-0270",,,Impact of metagenomic DNA extraction procedures on the identifiable endophytic bacterial diversity in Sorghum bicolor (L. Moench).,,,,,,,,Journal of microbiological methods,,,,112,,,,104,17,,10.1016/j.mimet.2015.03.012,,,,2015-May,2015,"Culture-independent studies rely on the quantity and quality of the extracted environmental metagenomic DNA (mDNA). To fully access the plant tissue microbiome, the extracted plant mDNA should allow optimal PCR applications and the genetic content must be representative of the total microbial diversity. In this study, we evaluated the endophytic bacterial diversity retrieved using different mDNA extraction procedures. Metagenomic DNA from sorghum (Sorghum bicolor L. Moench) stem and root tissues were extracted using two classical DNA extraction protocols (CTAB- and SDS-based) and five commercial kits. The mDNA yields and quality as well as the reproducibility were compared. 16S rRNA gene terminal restriction fragment length polymorphism (t-RFLP) was used to assess the impact on endophytic bacterial community structures observed. Generally, the classical protocols obtained high mDNA yields from sorghum tissues; however, they were less reproducible than the commercial kits. Commercial kits retrieved higher quality mDNA, but with lower endophytic bacterial diversities compared to classical protocols. The SDS-based protocol enabled access to the highest sorghum endophytic diversities. Therefore, SDS-extracted sorghum root and stem microbiome diversities were analysed via 454 pyrosequencing, and this revealed that the two tissues harbour significantly different endophytic communities. Nevertheless, both communities are dominated by agriculturally important genera such as Microbacterium, Agrobacterium, Sphingobacterium, Herbaspirillum, Erwinia, Pseudomonas and Stenotrophomonas; which have previously been shown to play a role in plant growth promotion. This study shows that DNA extraction protocols introduce biases in culture-independent studies of environmental microbial communities by influencing the mDNA quality, which impacts the microbial diversity analyses and evaluation. Using the broad-spectrum SDS-based DNA extraction protocol allows the recovery of the most diverse endophytic communities associated with sorghum tissues and, as such, establishes a reliable basis for future study of endophytic communities.",,,,,,,,,45,2,0,0,39,0,48,,,,1872-8359,,MEDLINE:25775938,25775938,
J,"Yan, Zhi-Yong; Fang, Le; Xu, Xiao-Jie; Cheng, De-Jie; Yu, Cheng-Ming; Wang, De-Ya; Tian, Yan-Ping; Yuan, Xue-Feng; Geng, Chao; Li, Xiang-Dong",,,,"Geng, Chao/ABH-9100-2022","Geng, Chao/0000-0003-1054-5314",,,A Predicted Stem Loop in Coat Protein-Coding Sequence of Tobacco Vein Banding Mosaic Virus Is Required for Efficient Replication.,,,,,,,,Phytopathology,,,,112,2,,,441,451,,10.1094/PHYTO-10-20-0463-R,,,,2022-Feb,2022,"Potyviral coat protein (CP) is involved in the replication and movement of potyviruses. However, little information is available on the roles of CP-coding sequence in potyviral infection. Here, we introduced synonymous substitutions to the codon C574G575C576 coding conserved residue arginine at position 192 (R192) of tobacco vein banding mosaic virus (TVBMV) CP. Substitution of the codon C574G575C576 to A574G575A576 or A574G575G576, but not C574G575A576, C574G575T576, or C574G575G576, reduced the replication, cell-to-cell movement, and accumulation of TVBMV in Nicotiana benthamiana plants, suggesting that C574 was critical for replication of TVBMV. Nucleotides 531 to 576 of the TVBMV CP-coding sequence were predicted to form a stem-loop structure, in which four consecutive C-G base pairs (C576-G531, C532-G575, C574-G533, and C534-G573) were located at the stem. Synonymous substitutions of R178-codon C532G533C534 to A532G533A534 and A532G533G534, but not C532G533A534, C532G533T534, or C532G533G534, reduced the replication levels, cell-to-cell, and systemic movement of TVBMV, suggesting that C532 was critical for TVBMV replication. Synonymous substitutions disrupting base pairs C576-G531 and C534-G573 did not affect viral accumulation. After three serial-passage inoculations, the accumulation of spontaneous mutant viruses was restored, and codons A532G533A534, A532G533G534, A574G575A576, or A574G575G576 of mutants were each separately changed to C532G533A534, C532G533G534, C574G575A576, or C574G575G576. Synonymous mutation of R178 and R192 also reduced viral accumulation in N. tabacum plants. Therefore, we concluded that the two consecutive C532-G575 and C574-G533 base pairs played critical roles in TVBMV replication via maintaining the stability of the stem-loop structures formed by nucleotides 531 to 576 of the CP-coding sequence.",,,,,,,,,0,0,0,0,0,0,0,,,0031-949X,,,MEDLINE:34191551,34191551,
J,"Boroujeni, Narges Arkian; Khatouni, Somayeh Behjat; Motamedi, Mohammad Javad; Afraz, Shaghayegh; Jafari, Mahyat; Salmanian, Ali-Hatef",,,,,,,,Root-preferential expression of Newcastle virus glycoproteins driven by NtREL1 promoter in tobacco hairy roots and evaluation of oral delivery in mice.,,,,,,,,Transgenic research,,,,31,2,,,201,213,,10.1007/s11248-021-00295-2,,,,2022-04,2022,"Newcastle disease virus (NDV) is a lethal virus in avian species with a disastrous effect on the poultry industry. NDV is enveloped by a host-derived membrane with two glycosylated haemagglutinin-neuraminidase (HN) and Fusion (F) proteins. NDV infection usually leads to death within 2-6days, so the preexisting antibodies provide the most critical protection for this infection. The HN and F glycoproteins are considered the main targets of the immune system. In the present study, two constructs harboring the HN or F epitopes are sub-cloned separately under the control of a root-specific promoter NtREL1 or CaMV35S (35S Cauliflower Mosaic Virus promoter) as a constitutive promoter. The recombinant vectors were transformed into the Agrobacterium tumefaciens strain LBA4404 and then introduced to tobacco (Nicotiana tabacum L.) leaf disk explants. PCR with specific primers was performed to confirm the presence of the hn and f genes in the genome of the regenerated plants. Then, the positive lines were transformed via non-recombinant A. rhizogenes (strain ATCC15834) to develop hairy roots.HN and F were expressed at 0.37% and 0.33% of TSP using the CaMV35S promoter and at 0.75% and 0.54% of TSP using the NtREL1 promoter, respectively. Furthermore, the mice fed transgenic hairy roots showed a high level of antibody responses (IgG and IgA) against rHN and rF proteins.",,,,,,,,,1,0,0,0,1,0,1,,,,1573-9368,,MEDLINE:35006541,35006541,
J,"Kui, Ling; Chen, Haitao; Zhang, Weixiong; He, Simei; Xiong, Zijun; Zhang, Yesheng; Yan, Liang; Zhong, Chaofang; He, Fengmei; Chen, Junwen; Zeng, Peng; Zhang, Guanghui; Yang, Shengchao; Dong, Yang; Wang, Wen; Cai, Jing",,,,"Wang, Wen/AAP-9873-2020; Zhang, Guojie/B-6188-2014","Zhang, Guojie/0000-0001-6860-1521; Cai, Jing/0000-0002-2496-4731; Xiong, Zijun/0000-0003-3923-0703; Zeng, Peng/0000-0002-5460-2256; Zhang, Guanghui/0000-0002-1905-6069",,,"Building a Genetic Manipulation Tool Box for Orchid Biology: Identification of Constitutive Promoters and Application of CRISPR/Cas9 in the Orchid, Dendrobium officinale.",,,,,,,,Frontiers in plant science,,,,7,,,,2036,2036,,10.3389/fpls.2016.02036,,,,2016,2016,"Orchidaceae is the second largest family of flowering plants, which is highly valued for its ornamental purposes and medicinal uses. Dendrobium officinale is a special orchid species that can grow without seed vernalization. Because the whole-genome sequence of D. officinale is publicly available, this species is poised to become a convenient research model for the evolutionary, developmental, and genetic studies of Orchidaceae. Despite these advantages, the methods of genetic manipulation are poorly developed in D. officinale. In this study, based on the previously developed Agrobacterium-mediated gene transformation system, we identified several highly efficient promoters for exogenous gene expression and successfully applied the CRISPR/Cas9 system for editing endogenous genes in the genome of D. officinale. These two basic techniques contribute to the genetic manipulation toolbox of Orchidaceae. The pCambia-1301-35SN vector containing the CaMV 35S promoter and the beta-glucuronidase (GUS) and Superfolder green fluorescence protein (SG) as reporter genes were introduced into the plant tissues by the Agrobacterium-mediated transformation system. Fluorescence emission from the transformed plants confirmed the successful transcription and translation of SG genes into functional proteins. We compared the GUS activity under different promoters including four commonly used promoters (MtHP, CVMV, MMV and PCISV) with CaMV 35S promoter and found that MMV, CVMV, and PCISV were as effective as the 35S promoter. Furthermore, we applied the CRISPR/Cas9-mediated genome editing system successfully in D. officinale. By selecting five target genes (C3H, C4H, 4CL, CCR, and IRX) in the lignocellulose biosynthesis pathway, we showed that, for a given target, this system can generate edits (insertions, deletions, or substitutions) at a rate of 10 to 100%. These results showed that our two genetic manipulation tools can efficiently express exogenous genes and edit endogenous genes in D. officinale. These efficient research tools will not only help create novel D. officinale varieties, but will also facilitate the molecular genetic investigation of orchid biology.",,,,,,,,,44,4,1,0,33,0,45,,,1664-462X,,,MEDLINE:28127299,28127299,
J,"Ottesen, Andrea; Ramachandran, Padmini; Reed, Elizabeth; Gu, Ganyu; Gorham, Sasha; Ducharme, Diane; Newell, Michael; Rideout, Steven; Turini, Thomas; Hill, Thomas; Strain, Errol; Brown, Eric",,,,"BELLEK, Muhammed/D-3188-2019","BELLEK, Muhammed/0000-0002-9175-8989; Ottesen, Andrea/0000-0002-6425-7943",,,"Metagenome tracking biogeographic agroecology: Phytobiota of tomatoes from Virginia, Maryland, North Carolina and California.",,,,,,,,Food microbiology,,,,79,,,,132,136,,10.1016/j.fm.2018.12.001,,,,2019-Jun,2019,"Describing baseline microbiota associated with agricultural commodities in the field is an important step towards improving our understanding of a wide range of important objectives from plant pathology and horticultural sustainability, to food safety. Environmental pressures on plants (wind, dust, drought, water, temperature) vary by geography and characterizing the impact of these variable pressures on phyllosphere microbiota will contribute to improved stewardship of fresh produce for both plant and human health. A higher resolution understanding of the incidence of human pathogens on food plants and co-occurring phytobiota using metagenomic approaches (metagenome tracking) may contribute to improved source attribution and risk assessment in cases where human pathogens become introduced to agro-ecologies. Between 1990 and 2007, as many as 1990 culture-confirmed Salmonella illnesses were linked to tomatoes from as many as 12 multistate outbreaks (Bell et al., 2012; Bell et al., 2015; Bennett et al., 2014; CDC, 2004; CDC, 2007; Greene et al., 2005a; Gruszynski et al., 2014). When possible, source attribution for these incidents revealed a biogeographic trend, most events were associated with eastern growing regions. To improve our understanding of potential biogeographically linked trends in contamination of tomatoes by Salmonella, we profiled microbiota from the surfaces of tomatoes from Virginia, Maryland, North Carolina and California. Bacterial profiles from California tomatoes were completely different than those of Maryland, Virginia and North Carolina (which were highly similar to each other). A statistically significant enrichment of Firmicutes taxa was observed in California phytobiota compared to the three eastern states. Rhizobiaceae, Sphingobacteriaceae and Xanthobacteraceae were the most abundant bacterial families associated with tomatoes grown in eastern states. These baseline metagenomic profiles of phyllosphere microbiota may contribute to improved understanding of how certain ecologies provide supportive resources for human pathogens on plants and how components of certain agro-ecologies may play a role in the introduction of human pathogens to plants.",,,,,,,,,9,0,0,0,9,0,9,,,,1095-9998,,MEDLINE:30621868,30621868,
J,"Wada, Masato; Nishitani, Chikako; Komori, Sadao",,,,,,,,Stable and efficient transformation of apple.,,,,,,,,"Plant biotechnology (Tokyo, Japan)",,,,37,2,,,163,170,,10.5511/plantbiotechnology.20.0602a,,,,2020-Jun-25,2020,"Apple is one of precious fruit crop grown in temperate zone. In the post genomic era, the analysis of gene functions in horticultural crops such as apple is required for agricultural utilization. For analysis of such crops, the protocol establishment of tissue culture and transformation is essential. Although transformation efficiency in family Rosaceae is generally very low, some cultivars of Malus species have high transformation ability. Apple cultivars are usually clonally propagated by grafting on rootstocks, which can affect fruit quality and maturity and scion productivity. Apple rootstock cultivar Japan Morioka 2 (JM2) was produced at the Division of Apple Research, Institute of Fruit and Tea Science, NARO, in Japan. JM2, which was developed for dwarfing scions and improving disease resistance, is easily propagated by hardwood cutting. Furthermore, JM2 can be stably transformed at a high efficiency, which is better than other JM series rootstocks derived from the same parent. Leaflets of cultured shoots of JM2 have been transformed using Agrobacterium (Rhizobium) with a transducing gene. In this article, the JM2 transformation protocol is introduced in detail. Various genes and promoters have been confirmed to function as expected, with the resultant transformants exhibiting specific staining and fluorescent signals, and modified floral organ shapes, precious blooming and other characteristics. JM2 is thus a useful rootstock material for the enhancement of genetic research on apple and its relatives.",,,,,,,,,5,0,0,0,3,0,5,,,1342-4580,,,MEDLINE:32821223,32821223,
J,"Vasconcelos, Elton J R; Billeter, Sarah A; Jett, Lindsey A; Meinersmann, Richard J; Barr, Margaret C; Diniz, Pedro P V P; Oakley, Brian B",,,,"Barr, Peggy/AAW-4122-2021; Oakley, Brian/AAG-4015-2019; Vasconcelos, Elton/O-5593-2014","Barr, Peggy/0000-0003-2485-9832; Vasconcelos, Elton/0000-0001-5130-6622; Oakley, Brian/0000-0003-2098-6439; Jett, Lindsey/0000-0002-9874-9604",,,Assessing Cat Flea Microbiomes in Northern and Southern California by 16S rRNA Next-Generation Sequencing.,,,,,,,,"Vector borne and zoonotic diseases (Larchmont, N.Y.)",,,,18,9,,,491,499,,10.1089/vbz.2018.2282,,,,2018-09,2018,"Flea-borne diseases (FBDs) impact both human and animal health worldwide. Because adult fleas are obligately hematophagous and can harbor potential pathogens, fleas act as ectoparasites of vertebrates, as well as zoonotic disease vectors. Cat fleas (Ctenocephalides felis) are important vectors of two zoonotic bacterial genera listed as priority pathogens by the National Institute of Allergy and Infectious Diseases (NIAID-USA): Bartonella spp. and Rickettsia spp., causative agents of bartonelloses and rickettsioses, respectively. In this study, we introduce the first microbiome analysis of C. felis samples from California, determining the presence and abundance of relevant pathogenic genera by characterizing the cat flea microbiome through 16S rRNA next-generation sequencing (16S-NGS). Samples from both northern (NoCal) and southern (SoCal) California were assessed to expand current knowledge regarding FBDs in the state. We identified Rickettsia and Bartonella, as well as the endosymbiont Wolbachia, as the most abundant genera, followed by less abundant taxa. In comparison to our previous study screening Californian cat fleas for rickettsiae using PCR/digestion/sequencing of the ompB gene, the 16S-NGS approach applied herein showed a 95% level of agreement in detecting Rickettsia spp. There was no overall difference in microbiome diversity between NoCal and SoCal samples. Bacterial taxa identified by 16S-NGS in this study may help to improve epidemiological investigations, pathogen surveillance efforts, and clinical diagnostics of FBDs in California and elsewhere.",,,,,,,,,7,1,0,0,5,0,8,,,,1557-7759,,MEDLINE:29893631,29893631,
J,"Kleidon, Jennifer; Brinin, Anthony; Paul, Jean-Yves; Harding, Robert; Dale, James; Dugdale, Benjamin",,,,,"Dale, James/0000-0002-7910-5707; Dugdale, Benjamin/0000-0003-2281-4809",,,Production of selectable marker gene-free Cavendish banana (Musa spp.) using a steroid-inducible recombinase platform.,,,,,,,,Transgenic research,,,,29,1,,,81,93,,10.1007/s11248-019-00179-6,,,,2020-02,2020,"Genetic improvement of commercially accepted banana cultivars is strongly reliant on the ability to introduce genes that encode important agro-traits such as disease resistance. In most cases this can only be achieved using a transgenic approach. Public and regulatory acceptance of these events would greatly increase with clean single copy integration events free of the selectable marker gene and extraneous vector backbone. This would also allow for the successive addition of new genes and traits as they become available. In this study, we used the pMarker Free 1 (pMF1) vector containing the green fluorescent protein (gfp) reporter gene to assess the effectiveness of steroid-inducible recombination and positive/negative dual selection to regenerate transgenic Cavendish banana plants that were potentially free of the selectable marker gene. By examining the interaction of two different Agrobacterium strains with two different cultivars of Cavendish banana, namely Williams and Grand Naine, we describe a transformation and regeneration strategy that successfully produced marker-free, single transgene copy, gfp-expressing events. The system will provide a useful means of serially improving banana into the future.",,,,,,,,,5,0,0,0,5,0,5,,,,1573-9368,,MEDLINE:31664611,31664611,
